arch,seed,flip_y,acc_ens,nll,brier,ece,pred_var,mean_entropy,mean_discordance,frac_A_proxy,cv_acc,cv_recall,cv_f1,mu_avg,kappa_avg,mu_Se,mu_Sp,kappa_Se,kappa_Sp
RF,4,0.3,0.664,5.415627710437951,0.3359999999892717,0.00599999999463585,5.364149748592571e-12,-1.288103529115729e-09,5.364149775056406e-12,0.0,0.5449999999999999,0.4770614035087719,0.4996108209080564,0.74329273681625,154.681542862375,0.7358675038775,0.750717969755,153.588034158,155.77505156675
RF,4,0.5,0.481,8.36529159474734,0.519,0.0,6.7356807133365e-21,-1.4426951593353593e-09,6.7356807133365e-21,0.0,0.484,0.4339723768295197,0.4527312793385212,0.7356111430050001,159.296123624375,0.7369017233375,0.7343205626725,159.867474707,158.72477254175
SVM,0,0.0,0.925,1.134769562728174,0.07405526273396311,0.013188485544339585,0.0006575759677468807,0.003281578946137702,0.07471283870170997,0.074,0.89,0.8539999999999999,0.8859170565475116,0.86170953062625,151.959634869875,0.8821753669075,0.841243694345,147.815835032,156.10343470774998
SVM,0,0.1,0.912,1.2217293112292396,0.08500489992333683,0.03600680553817824,0.0013174864901292066,0.006227309249184415,0.16122328684276038,0.159,0.796,0.7689900990099009,0.7910334010205144,0.74904090178875,147.974118447375,0.7573884791450001,0.7406933244324999,142.01512428774998,153.933112607
SVM,0,0.3,0.83,1.966966911735838,0.161659543617814,0.10578695022533145,0.007150396947553844,0.03370250446890121,0.2860902704083812,0.277,0.5980000000000001,0.5515253524090048,0.5704767193973428,0.61346581459875,145.12787917062502,0.60712724972,0.6198043794775,141.50523068,148.75052766125
SVM,0,0.5,0.488,6.5713121662284735,0.4994199258177337,0.3328386703712891,0.013790769630858221,0.06504057577858659,0.30508998315120955,0.286,0.471,0.3445446735395189,0.3845213986718767,0.5517193806474999,147.19313729750002,0.540271212475,0.56316754882,146.64282946050002,147.74344513449998
SVM,1,0.0,0.967,0.5238882555203436,0.032999399051671985,0.0019996990972673432,3.0081242067081467e-07,3.956932046313328e-06,0.03299969986409265,0.033,0.947,0.978,0.948684759597809,0.91621057971125,164.57329129825,0.9022241180425,0.93019704138,162.05476824075,167.09181435575002
SVM,1,0.1,0.956,0.5978640396696794,0.0420990805756224,0.0161776185910774,0.0011414495007881285,0.0050785156955009715,0.1443517502962724,0.142,0.8240000000000001,0.8652727272727272,0.8301303062957617,0.7655623661800001,149.15847082174997,0.746407881725,0.784716850635,155.88702909775,142.42991254574997
SVM,1,0.3,0.85,1.8868136507527413,0.14470004606796824,0.08322577231144308,0.00443994332267275,0.020649122132666026,0.2667636682827386,0.26,0.64,0.6246360582306831,0.6207673015564381,0.64015911204875,148.73477328924997,0.6191028438324999,0.661215380265,149.60684824375,147.86269833474998
SVM,1,0.5,0.447,7.4054885578380105,0.5386197373497539,0.3026454100970598,0.009705695027374324,0.046575408820493325,0.27867494575885526,0.267,0.5269999999999999,0.4090420962199312,0.4510424895357263,0.5786882783,136.8704276845,0.56648550809,0.5908910485100001,143.435401971,130.305453398
SVM,2,0.0,0.945,0.8481402363255838,0.05490281454172326,0.012022571669451042,0.00022204041790844383,0.001258972109722672,0.0551248549596317,0.055,0.917,0.922,0.9173768314332572,0.89926337635125,159.37386740674998,0.8984337722375001,0.900092980465,160.27094939224995,158.47678542125
SVM,2,0.1,0.933,0.9895478801171946,0.06690647525384175,0.029985835787553657,0.00013945066023159813,0.0009327329443212893,0.14386033294874295,0.144,0.829,0.8477171717171716,0.8319779454326669,0.7748530840225,148.13306720612502,0.7667636077,0.7829425603450001,147.57470966925,148.691424743
SVM,2,0.3,0.871,1.6478381581937163,0.12641476199037627,0.07594091112373684,0.0052449637593970705,0.02413781295771407,0.26058237763624853,0.253,0.6399999999999999,0.6893333333333334,0.6546584622596996,0.63860659981,146.65889024712504,0.63194903542,0.6452641642,150.81268251200004,142.50509798225002
SVM,2,0.5,0.467,7.0200895268125,0.5219733008227032,0.2986636081800917,0.012738510362287339,0.06111567518408411,0.29895619988796374,0.284,0.487,0.4707070707070707,0.4747408371583632,0.56435394662625,146.414961496,0.556952985615,0.5717549076375,151.9854017325,140.8445212595
SVM,3,0.0,0.954,0.707487526240398,0.046049269820515576,0.008351075069403023,0.00030322624137520924,0.001525271774512765,0.04635249606189079,0.046,0.93,0.932,0.9300585174644148,0.9125099498875,160.12282497362497,0.91603476108,0.908985138695,154.52666824924998,165.718981698
SVM,3,0.1,0.95,0.7031869487280612,0.04884481117435084,0.02291329323188218,0.0013416812308147728,0.005988874149161886,0.11868079748667584,0.117,0.849,0.8586366505365033,0.8472749681899927,0.80096116702625,157.408406173375,0.7923919453799999,0.8095303886725,158.70152298575,156.115289361
SVM,3,0.3,0.922,0.9714045570329335,0.07531663245808394,0.052534031269918624,0.0032265743264182334,0.014907405941464034,0.2538964419866847,0.249,0.6779999999999999,0.6536789297658864,0.6503611848625888,0.6548442117475001,147.820878587,0.6269443559975,0.6827440674975,138.66161086625002,156.98014630775
SVM,3,0.5,0.545,5.537340756362383,0.4426587531962946,0.321216499786215,0.012066680833598619,0.05821023907394086,0.2947427115222814,0.279,0.54,0.3025011687704534,0.3779915462688571,0.5674844546575,150.241317180125,0.5371051258099999,0.597863783505,148.6332958475,151.84933851275002
