dataset,n_samples,n_features,prevalence,arch,flip_y,seed,mu_Se,mu_Sp,mu_avg,kappa_avg,f_A,f_B,f_C,acc_cv,f1_cv,recall_cv,recall_inflation,convergence_ok
phoneme,2000,5,0.2935,SVM,0.0,3,0.6652140638549999,0.85688826902,0.7610511664374999,151.605255353,0.1475,0.0,0.8525,0.8275,0.7165907650316752,0.7428364479211936,0.0776223840661937,False
phoneme,2000,5,0.2935,GB,0.0,0,0.688056535425,0.87438927483,0.7812229051274999,165.628536095875,0.097,0.0,0.903,0.8540000000000001,0.748039701276719,0.737722729248153,0.04966619382315296,False
phoneme,2000,5,0.2935,GB,0.0,1,0.6879298277524999,0.8736343356024999,0.7807820816775,165.03280894687498,0.097,0.0,0.903,0.8540000000000001,0.748039701276719,0.737722729248153,0.049792901495653075,False
phoneme,2000,5,0.2935,GB,0.0,2,0.69113436329,0.8702512404475001,0.78069280186875,164.813000094375,0.0965,0.0,0.9035,0.8540000000000001,0.748039701276719,0.737722729248153,0.046588365958152966,False
phoneme,2000,5,0.2935,GB,0.0,3,0.683862827505,0.87373156601,0.7787971967575,164.45559947962502,0.0975,0.0,0.9025,0.8540000000000001,0.748039701276719,0.737722729248153,0.053859901743152916,False
phoneme,2000,5,0.2935,MLP,0.0,0,0.7789276582675,0.8948161007275001,0.8368718794975001,143.904971083625,0.088,0.0,0.912,0.8640000000000001,0.7616706320237183,0.7411705055772851,-0.037757152690214846,False
phoneme,2000,5,0.2935,MLP,0.0,1,0.7742620109925,0.8910091428650001,0.8326355769287501,144.035227824875,0.0875,0.0,0.9125,0.8640000000000001,0.7616706320237183,0.7411705055772851,-0.033091505415214884,False
phoneme,2000,5,0.2935,MLP,0.0,2,0.7738497010450001,0.8919931485375,0.83292142479125,143.325994722375,0.088,0.0,0.912,0.8640000000000001,0.7616706320237183,0.7411705055772851,-0.03267919546771492,False
phoneme,2000,5,0.2935,MLP,0.0,3,0.7799732709875,0.8927659486625,0.836369609825,143.72431847725,0.0875,0.0,0.9125,0.8640000000000001,0.7616706320237183,0.7411705055772851,-0.03880276541021488,False
phoneme,2000,5,0.2935,LR,0.1,0,0.4222092872025,0.7200818681250001,0.5711455776637501,161.536710871375,0.029,0.0,0.971,0.6984999999999999,0.4417481368229433,0.3655196711685261,-0.05668961603397393,False
phoneme,2000,5,0.2935,LR,0.1,1,0.4896958256374999,0.739729350795,0.61471258821625,161.864956617375,0.285,0.0,0.7150000000000001,0.702,0.4800767292102731,0.406590413943355,-0.08310541169414493,False
phoneme,2000,5,0.2935,LR,0.1,2,0.46814319863,0.7601732217375,0.61415821018375,155.188479056625,0.289,0.0,0.7110000000000001,0.7084999999999999,0.4603248525008129,0.3897268700787402,-0.0784163285512598,False
phoneme,2000,5,0.2935,LR,0.1,3,0.48497226427,0.7448163821324999,0.6148943232012499,161.525026738625,0.2895,0.0,0.7105,0.7115,0.5002789995685067,0.433295926383122,-0.05167633788687803,False
phoneme,2000,5,0.2935,RF,0.1,0,0.7473184604524999,0.8499449499449999,0.7986317051987499,165.62724204237497,0.02,0.0,0.98,0.7819999999999999,0.6313458879057763,0.5735173223722841,-0.1738011380802158,False
phoneme,2000,5,0.2935,RF,0.1,1,0.7610901958525,0.8552763827475,0.8081832893,166.26586258724998,0.02,0.0,0.98,0.7885,0.6636272008803521,0.6141830065359477,-0.14690718931655233,False
phoneme,2000,5,0.2935,RF,0.1,2,0.7475582473249999,0.861090181715,0.8043242145199999,160.15341832212502,0.0195,0.0,0.9805,0.8055,0.6740819593035078,0.6291707677165355,-0.11838747960846441,False
phoneme,2000,5,0.2935,RF,0.1,3,0.7545444997224999,0.8573817776725,0.8059631386974999,166.81603413675,0.0255,0.0,0.9745,0.7975,0.6726444199814617,0.625227247222534,-0.12931725249996595,False
phoneme,2000,5,0.2935,SVM,0.1,0,0.552091453195,0.76073562704,0.6564135401175,153.40630807325,0.228,0.0,0.772,0.751,0.6013261421070163,0.5734351145038168,0.02134366130881682,False
phoneme,2000,5,0.2935,SVM,0.1,1,0.589285682045,0.7636498227875,0.67646775241625,156.93539720975002,0.224,0.0,0.776,0.751,0.616635735745283,0.5906535947712419,0.0013679127262419266,False
phoneme,2000,5,0.2935,SVM,0.1,2,0.54932765064,0.77190609139,0.660616871015,153.8429243705,0.224,0.0,0.776,0.7569999999999999,0.6042683839455057,0.580634842519685,0.031307191879685003,False
phoneme,2000,5,0.2935,SVM,0.1,3,0.5861289589324999,0.7706725004350001,0.67840072968375,157.2503587625,0.217,0.0,0.783,0.7695000000000001,0.6374248615441795,0.6072494669509594,0.02112050801845944,False
phoneme,2000,5,0.2935,GB,0.1,0,0.5910747248475,0.786298227945,0.68868647639625,162.7328703795,0.1745,0.0,0.8255,0.7725,0.6134493077178945,0.5536582501467997,-0.03741647470070031,False
phoneme,2000,5,0.2935,GB,0.1,1,0.5943895914649999,0.7830701845525,0.68872988800875,164.477373344,0.1705,0.0,0.8295,0.763,0.6198839775500223,0.5700326797385621,-0.024356911726437835,False
phoneme,2000,5,0.2935,GB,0.1,2,0.5766543401775,0.804430337675,0.6905423389262499,158.994808314875,0.174,0.0,0.8260000000000001,0.7685,0.6026197425102648,0.5493971456692913,-0.027257194508208626,False
