arch,flip_y,seed,mu_Se,mu_Se_std,mu_Sp,mu_Sp_std,mu_avg,kappa_Se,kappa_Se_std,kappa_Sp,kappa_Sp_std,kappa_avg,kappa_avg_std,kappa_obs,kappa_obs_std,cv_recall,cv_f1,cv_acc
SVM,0.1,0,0.79646880061,0.006120475711513135,0.7840603521225,0.006442789034211772,0.79026457636625,145.37221206050003,34.713787026074996,132.617980964,31.760561850577812,138.99509651225003,23.542384720599053,3.2844465264,0.024098986322752,0.8387755102040815,0.853262843144577,0.859
SVM,0.1,1,0.8497612692200001,0.005543271236060816,0.8761949487325,0.005109789296104877,0.86297810897625,140.87092173850002,33.71658882865068,132.96398021000002,32.22438679012088,136.91745097425,23.55280626995803,4.624076806225001,0.037013675620741565,0.9480000000000001,0.9414948771608543,0.9410000000000001
SVM,0.1,2,0.8446066135875001,0.00571780185577261,0.814798692465,0.005736785909208708,0.82970265302625,125.99407260125,30.012667996233432,139.78828243475,33.10104045761692,132.891177518,22.599741458792337,3.8608311326,0.029702722998695794,0.8970297029702972,0.9112269764949821,0.9120000000000001
SVM,0.1,3,0.843119249865,0.005467902872861151,0.83275382423,0.005524863978467927,0.8379365370475,131.5226826155,30.95970079899891,137.96669608975,33.21423354455745,134.744689352625,22.81944250638854,3.2366666575,0.025462715236807598,0.9176470588235294,0.9214979831331869,0.9200000000000002
SVM,0.1,4,0.8127601263950001,0.005714144445427263,0.86203058266,0.0049498563955015324,0.8373953545275,144.63537021374998,34.99230140303822,144.40548234975,34.66732330895617,144.52042628175,24.53827992181375,3.6352229983249997,0.028784614374026875,0.9380990099009899,0.9108508034182472,0.908
GB,0.1,0,0.69019308143,0.006360075298104277,0.6724311679975,0.006776175587723884,0.6813121247137501,150.49549634750002,35.684768721233894,142.5032589975,34.1114280836967,146.49937767249997,24.066973703512033,9.653116694525,0.06994288421332374,0.7673469387755103,0.8166594148563078,0.8309999999999998
GB,0.1,1,0.7660009948,0.006186864012980914,0.758912214795,0.0064767378563786926,0.7624566047975001,146.87858961675,34.51183828778484,144.44263265225,35.21094458597248,145.66061113450002,25.141745258129088,6.058321387525,0.04391744036754245,0.884,0.889268562022236,0.89
GB,0.1,2,0.7752677331650001,0.006126040359705466,0.7835200646149999,0.00615300522383109,0.77939389889,145.89939238425,34.93738172783672,139.8025346805,33.670106159507284,142.850963532375,24.181872558258867,5.642991370400001,0.0408782408780171,0.8910891089108912,0.8688100375281997,0.865
GB,0.1,3,0.7808215331074999,0.006020922013627271,0.7650447108649999,0.0060230064126799085,0.77293312198625,147.438269324,35.512940147620135,150.78539854250002,36.24819989631992,149.11183393324998,25.602060519157703,6.147266311625001,0.04553364319556093,0.8823529411764707,0.8823691597529786,0.8800000000000001
GB,0.1,4,0.7460637822025,0.006532195246605725,0.76155654983,0.006157784895723861,0.75381016601625,136.93471411425,31.68753010559003,141.89856646075,32.76915429636767,139.4166402875,22.85661666840583,6.5112681316,0.04685564749076083,0.8602178217821782,0.8596150853248414,0.859
MLP,0.1,0,0.5318320907324999,0.019153801103493434,0.505969557775,0.008060359368103828,0.51890082425375,18.824118453675002,4.292831606931076,117.24818797249999,28.00244582112085,68.0361532130875,14.169547875165847,31.565279949999997,0.2343947573331377,0.4020408163265306,0.2671276523625517,0.503
MLP,0.1,1,0.505587450815,0.007229089861798049,0.49526081551000006,0.007488401841287338,0.5004241331625,140.77501246,32.86245318844853,137.09672652850003,31.898513252581907,138.93586949425,23.149383952147353,99.99338485599999,0.006608173256752913,0.6,0.4,0.5
MLP,0.1,2,0.6280296640149999,0.03506594439804404,0.56652055552,0.022781466304897777,0.5972751097675,4.508135304525,0.9624030109240564,12.887821864875,2.9440396083688936,8.697978584699998,1.5618548668242036,9.011239971024999,0.06671791021050902,0.46138613861386146,0.37350210209307333,0.5269999999999999
MLP,0.1,3,0.6767720209375,0.03375520668479763,0.5974881676675,0.026263358987638263,0.6371300943025,4.4235642887,0.9813295963495842,9.798080866425,2.185765413298115,7.1108225775625,1.205971143110557,7.0557663861,0.05249838861366063,0.9725490196078432,0.7163973509933774,0.584
MLP,0.1,4,0.51449225624,0.015093304077784626,0.50453518317,0.0072024963203057325,0.5095137197049999,32.338795292,7.557727178070504,141.0428702795,32.388675075183876,86.69083278575,16.52550145269093,86.04611055275001,0.6564799283341557,0.002,0.0039603960396039604,0.5
LR,0.3,0,0.5669551029875,0.006769055661558073,0.6682396736825,0.0064887620955563444,0.617597388335,168.31080302125,39.00448952781014,156.77318072075002,35.104610513296095,162.54199187099996,26.27034944525408,13.926565809,0.10268960273624599,0.6445876288659793,0.7145394479887891,0.7510000000000001
LR,0.3,1,0.70824154775,0.0064845714386762635,0.6680777988775,0.00670170787294292,0.6881596733137499,150.2773732305,35.39923207752295,157.46708636275,37.0791994397254,153.872229796625,25.82637928828535,8.1798938583,0.059471012121699765,0.8542568542568543,0.8334216893544267,0.8309999999999998
LR,0.3,2,0.674968447485,0.006754104041223027,0.7172715317525,0.0063452454872457535,0.6961199896187501,151.1046638375,36.6644650424214,159.79137666725,38.10034324084893,155.448020252375,26.96464157725618,6.597822294725,0.04814563808722706,0.8289696969696969,0.8151695814510151,0.8140000000000001
LR,0.3,3,0.7104527311100001,0.006247425020358576,0.647513035885,0.0067359794323913185,0.6789828834975001,158.45333858499998,36.99576433636436,159.491591276,38.07509195697506,158.97246493050002,26.990613472646682,7.596908851999999,0.05410159908294791,0.8198019801980199,0.8054548275312893,0.8
LR,0.3,4,0.6595408958275,0.00661949140386816,0.6497834070824999,0.006325027742320574,0.654662151455,159.25344547025,37.02770666251561,166.49958684175,37.809941374672725,162.876516156,26.56197737644112,9.391625912250001,0.06846092696778605,0.8402772277227722,0.8039686505569966,0.7950000000000002
RF,0.3,0,0.5709343491699999,0.006809731376092585,0.5666951890924999,0.006894177391085249,0.5688147691312501,154.05445448575,36.68579029921623,155.58442375299998,36.1787085533576,154.81943911937503,25.95162212296295,32.0121579545,0.23324605093862666,0.49783075601374566,0.5888613657777317,0.665
RF,0.3,1,0.5992600695975,0.006849083016805211,0.6169861719624999,0.006887778906516956,0.6081231207799999,156.27757512674998,36.86601430343047,154.94512249899998,36.3844969610976,155.61134881287498,25.949320345966008,21.854450369499997,0.16276676979509044,0.8157493300350444,0.7845946705226853,0.778
RF,0.3,2,0.6284263464275,0.00707313769905112,0.6531052797625,0.006824370400159473,0.640765813095,136.71865403500001,31.328173454881313,149.686676735,35.830422380877046,143.202665385,23.921120968481873,14.486733175500001,0.10286769537354136,0.8108888888888888,0.7957202150166974,0.794
RF,0.3,3,0.6264923442825001,0.006993157764393946,0.6201064115925001,0.007019513320504253,0.6232993779375,146.63277506075002,33.8920922089389,145.02218825275,34.801388776924234,145.82748165675002,24.30611204557038,17.806268676250003,0.13217994371216435,0.7564356435643564,0.7773934332637371,0.7819999999999999
RF,0.3,4,0.5682746168349999,0.007350331150559233,0.55457195244,0.007135914828013766,0.5614232846375,136.29910359075,31.42471771082247,149.88755162824998,34.221367465664855,143.0933276095,23.128614159152296,35.18319471425,0.26170197381283666,0.7145544554455446,0.6849827254030061,0.671
SVM,0.3,0,0.6727969104199999,0.006761392599715016,0.6887424139575,0.00709279624285277,0.68076966218875,145.7787894535,34.650611456265594,136.4051147895,32.146136200216915,141.09195212150001,23.645458465212847,4.691736932575001,0.033530106951446356,0.7500644329896907,0.7703222058754846,0.784
SVM,0.3,1,0.72077585883,0.0066183313136017555,0.74640657397,0.006678527232126132,0.7335912163999999,142.22849321625,34.312892844453266,129.22003200925,31.403576199446313,135.72426261275,23.39058385024796,5.0836283678,0.03629402141836549,0.8542568542568543,0.8414851586686718,0.841
SVM,0.3,2,0.7216274936775,0.006751001207531547,0.7260922682000001,0.006447285343823276,0.72385988093875,132.27394072425,31.584455669328356,150.1783662705,35.603890253544115,141.22615349737504,23.54733394890906,5.081230106225,0.036723944930167965,0.816929292929293,0.8220447058998795,0.825
SVM,0.3,3,0.7173599341874999,0.006517204428190608,0.70514496285,0.006702480512587293,0.71125244851875,149.925186915,35.159658743251455,145.84109155100003,34.69641032322375,147.883139233,24.44650361401197,5.624584660025,0.03998603919750248,0.80990099009901,0.8087830329224183,0.8069999999999998
SVM,0.3,4,0.6959593976174999,0.006635558214834438,0.7322691543000001,0.006431120951126733,0.7141142759587501,146.90004588575005,35.081272063275904,139.95388315299996,33.69211212256344,143.426964519375,24.233530886936567,5.278013323675,0.037407550265767094,0.8263366336633663,0.8013868423920474,0.7950000000000002
GB,0.3,0,0.6225367757275001,0.007160068455596784,0.62758461663,0.007078343089152671,0.6250606961787499,133.87794959274999,31.07552804107725,140.22842804075,32.90401950469038,137.05318881674998,22.771751127930028,11.3576153175,0.08028890071958077,0.6714991408934707,0.7114959015918922,0.7369999999999999
