sep,B,flip_y,seed,E1_err,E2_err,E4_err,E5_err,mu_Se_std
1.0,100,0.2,4,0.198,0.2,0.199,0.1996,0.002177398012041409
1.0,100,0.3,0,0.3,0.3,0.3,0.3,0.002297014037627354
1.0,100,0.3,1,0.297,0.3,0.299,0.2978,0.0022903082282482875
1.0,100,0.3,2,0.296,0.29600000113945735,0.3,0.2976,0.0023051261192286563
1.0,100,0.3,3,0.297,0.2967391674805757,0.299,0.2978,0.00226736273453762
1.0,100,0.3,4,0.299,0.29891305594578127,0.3,0.2994,0.002352075513372003
1.0,100,0.4,0,0.4,0.4,0.4,0.4,0.002405364368041698
1.0,100,0.4,1,0.398,0.3978261153645812,0.4,0.39880000000000004,0.002290975206072008
1.0,100,0.4,2,0.398,0.3978261167219152,0.399,0.39840000000000003,0.0022866045178342137
1.0,100,0.4,3,0.398,0.4,0.4,0.39880000000000004,0.002306452597632248
1.0,100,0.4,4,0.399,0.4,0.4,0.39940000000000003,0.002293515017936936
2.0,5,0.1,0,0.07300000000000001,0.07402980904567447,0.095,0.083,0.036440047786012994
2.0,5,0.1,1,0.07600000000000001,0.07606365481560357,0.093,0.084,0.035619359071035805
2.0,5,0.1,2,0.063,0.06474996988588051,0.08800000000000001,0.07600000000000001,0.03806639551535175
2.0,5,0.1,3,0.068,0.06999993357395626,0.097,0.08080000000000001,0.04095095677971015
2.0,5,0.1,4,0.079,0.07820449469114873,0.095,0.0872,0.037763067514429934
2.0,5,0.2,0,0.158,0.15893448837372712,0.19,0.17200000000000001,0.039894372289011916
2.0,5,0.2,1,0.15300000000000002,0.15399267085371288,0.187,0.16840000000000002,0.037139726055914736
2.0,5,0.2,2,0.15400000000000003,0.1514634557446471,0.18200000000000002,0.16820000000000002,0.03836729813996941
2.0,5,0.2,3,0.166,0.16697130555804596,0.19,0.1768,0.03772721821224713
2.0,5,0.2,4,0.14800000000000002,0.15051036090444325,0.17900000000000002,0.164,0.03841775323818981
2.0,5,0.3,0,0.23399999999999999,0.11994832557896984,0.269,0.2606,0.03965608952341106
2.0,5,0.3,1,0.242,0.24236498590558997,0.27599999999999997,0.2598,0.04006552736788303
2.0,5,0.3,2,0.246,0.24776421887724615,0.27299999999999996,0.2616,0.038287672546973274
2.0,5,0.3,3,0.235,0.23334190066509575,0.27099999999999996,0.25839999999999996,0.04086461846524271
2.0,5,0.3,4,0.246,0.24745569649967583,0.27999999999999997,0.26439999999999997,0.040075689771854724
2.0,5,0.4,0,0.35000000000000003,0.3452510425733416,0.372,0.36360000000000003,0.04199239937116765
2.0,5,0.4,1,0.329,0.3243433333212983,0.37,0.35200000000000004,0.04213807804226304
2.0,5,0.4,2,0.337,0.3297455165569574,0.369,0.35760000000000003,0.040930304467772204
2.0,5,0.4,3,0.34900000000000003,0.34770623677019435,0.369,0.3612,0.04188947264291952
2.0,5,0.4,4,0.341,0.33568994224618753,0.366,0.35700000000000004,0.04238152783053549
2.0,10,0.1,0,0.081,0.08300344627269024,0.098,0.08900000000000001,0.016252926268905496
2.0,10,0.1,1,0.07300000000000001,0.07488605196577686,0.09100000000000001,0.0814,0.014697015203900965
